file_name,source_label,split,predictions,cross_entropy_loss,logits
flickr_wild_000382.jpg,wild,train,2,0.01265,[-0.69455 -4.65787  2.69819]
pixabay_dog_000909.jpg,dog,train,1,0.01265,[-2.97147  1.56967 -0.75241]
pixabay_cat_004169.jpg,cat,train,0,0.01265,[ 8.27248 -4.2267  -5.49141]
flickr_wild_001088.jpg,wild,train,2,0.01265,[-2.25891 -3.60132  3.54036]
pixabay_cat_003612.jpg,cat,train,0,0.01265,[ 2.68535 -2.8477  -1.92567]
flickr_wild_000396.jpg,wild,train,2,0.01265,[-2.09604 -3.98843  2.64993]
flickr_cat_000631.jpg,cat,train,0,0.01265,[ 4.49319 -2.05221 -3.58326]
pixabay_wild_001029.jpg,wild,val,2,0.01265,[-2.97454 -2.93877  2.37848]
flickr_wild_002581.jpg,wild,train,2,0.01265,[-3.21062 -0.4953   1.61078]
pixabay_wild_000337.jpg,wild,train,2,0.01265,[-2.15756 -2.02969  2.24257]
pixabay_cat_001005.jpg,cat,val,0,0.01265,[ 8.0426  -5.53056 -3.5578 ]
flickr_wild_003847.jpg,wild,train,2,0.01265,[-2.31294 -5.44653  3.90169]
pixabay_wild_000451.jpg,wild,train,2,0.01265,[-3.23198 -4.308    4.59039]
pixabay_cat_001763.jpg,cat,train,0,0.01265,[ 5.07458 -4.29508 -2.1851 ]
flickr_cat_000157.jpg,cat,train,0,0.01265,[ 6.36771 -3.37116 -5.08851]
flickr_wild_001936.jpg,wild,train,2,0.01265,[-2.57702 -5.38132  2.11635]
pixabay_cat_003174.jpg,cat,train,0,0.01265,[ 5.40276 -3.63163 -4.01497]
flickr_dog_000589.jpg,dog,train,1,0.01265,[-5.83717  5.49723 -2.16368]
pixabay_cat_004828.jpg,cat,train,0,0.01265,[ 4.33233 -4.32935 -2.70956]
flickr_wild_001705.jpg,wild,train,2,0.01265,[-0.94834 -5.58992  4.3    ]
pixabay_dog_000048.jpg,dog,train,1,0.01265,[-1.51997  1.96566 -3.04849]
pixabay_cat_002281.jpg,cat,train,0,0.01265,[ 5.68108 -4.69868 -3.72272]
flickr_dog_000562.jpg,dog,train,1,0.01265,[-3.58726  5.0052  -4.56085]
pixabay_dog_001356.jpg,dog,train,1,0.01265,[-0.96907  1.65341 -3.28819]
pixabay_cat_000496.jpg,cat,test,0,0.01265,[ 2.24167 -2.96805 -2.28969]
flickr_wild_003112.jpg,wild,train,2,0.01265,[-2.44998 -3.36571  2.39874]
pixabay_cat_001950.jpg,cat,train,0,0.01265,[ 3.12536 -2.05766 -2.56692]
pixabay_dog_002887.jpg,dog,train,1,0.01265,[-3.49067  4.58169 -3.77124]
pixabay_cat_001788.jpg,cat,val,0,0.01265,[ 5.23492 -1.37887 -6.37249]
pixabay_dog_003541.jpg,dog,train,1,0.01265,[-4.94939  5.23729 -2.24804]
flickr_cat_000802.jpg,cat,train,0,0.01265,[ 5.4279  -4.93391 -3.46233]
pixabay_dog_003227.jpg,dog,train,1,0.01265,[-2.23457  2.99499 -3.42616]
pixabay_dog_002139.jpg,dog,val,1,0.01265,[-2.95162  3.56319 -3.4454 ]
flickr_wild_003674.jpg,wild,train,2,0.01265,[-3.60346 -2.00528  2.79395]
pixabay_dog_001430.jpg,dog,train,1,0.01265,[-2.81423  2.4711  -1.0227 ]
pixabay_cat_004196.jpg,cat,test,0,0.01265,[ 3.72343 -1.86995 -3.65835]
flickr_dog_000204.jpg,dog,train,1,0.01265,[-6.63569  4.15158 -1.54463]
pixabay_cat_003821.jpg,cat,train,0,0.01265,[ 4.91414 -3.5658  -3.93049]
flickr_wild_001063.jpg,wild,train,2,0.01265,[-1.83971 -2.34796  2.49843]
pixabay_dog_001424.jpg,dog,train,1,0.01265,[-0.95328  1.07705 -1.59327]
flickr_wild_000369.jpg,wild,train,2,0.01265,[-2.68929 -3.3589   2.93609]
pixabay_cat_004182.jpg,cat,val,0,0.01265,[ 4.05409 -0.97135 -3.32872]
pixabay_cat_003835.jpg,cat,train,0,0.01265,[ 5.00244 -3.68811 -4.3496 ]
flickr_dog_000210.jpg,dog,train,1,0.01265,[-3.34826  3.93462 -2.59835]
flickr_wild_001077.jpg,wild,train,2,0.01265,[-1.77732 -1.74288  1.46172]
pixabay_dog_003233.jpg,dog,train,1,0.01265,[-3.82877  3.06989 -2.17669]
flickr_cat_000816.jpg,cat,train,0,0.01265,[ 4.69987 -3.103   -4.49897]
flickr_wild_003660.jpg,wild,test,2,0.01265,[-4.23165 -2.05672  2.78812]
pixabay_cat_000482.jpg,cat,train,0,0.01265,[ 6.55661 -3.1464  -5.40843]
flickr_wild_003106.jpg,wild,train,2,0.01265,[-3.84431 -0.97637  2.22935]
pixabay_cat_001944.jpg,cat,train,0,0.01265,[ 3.72724 -4.81091 -1.339  ]
pixabay_dog_002893.jpg,dog,test,1,0.01265,[-2.39141  3.79267 -2.88204]
flickr_wild_002218.jpg,wild,val,2,0.01265,[-3.19762 -1.89156  3.39223]
pixabay_dog_003555.jpg,dog,val,1,0.01265,[-1.23992  1.7792  -2.43619]
flickr_wild_001711.jpg,wild,val,2,0.01265,[-2.99839 -3.65116  4.33118]
pixabay_cat_002295.jpg,cat,train,0,0.01265,[ 5.48023 -6.40469 -2.40304]
flickr_dog_000576.jpg,dog,val,1,0.01265,[-1.92977  1.72515 -2.61081]
pixabay_dog_001342.jpg,dog,val,1,0.01265,[-2.5765   2.75838 -3.23401]
pixabay_dog_002663.jpg,dog,val,1,0.01265,[-3.49022  3.45173 -1.87043]
flickr_cat_000180.jpg,cat,val,0,0.01265,[ 3.69402 -1.43043 -5.0461 ]
flickr_wild_002230.jpg,wild,train,2,0.01265,[-2.37588 -4.74353  3.36367]
pixabay_wild_000486.jpg,wild,train,2,0.01265,[-3.19317 -3.27529  3.3317 ]
pixabay_cat_004814.jpg,cat,train,0,0.01265,[ 5.21983 -4.25055 -4.27527]
flickr_wild_001739.jpg,wild,train,2,0.01265,[-4.97644 -2.37294  4.15712]
pixabay_dog_000074.jpg,dog,train,1,0.01265,[-3.1808   2.2296  -0.07511]
flickr_wild_000427.jpg,wild,train,2,0.01265,[-1.88226 -2.59896  3.48547]
flickr_wild_000341.jpg,wild,train,2,0.01265,[-2.11944 -3.15556  2.23117]
flickr_dog_001126.jpg,dog,train,1,0.01265,[-3.87459  5.846   -4.951  ]
flickr_dog_000238.jpg,dog,train,1,0.01265,[-4.284    4.26363 -4.22433]
pixabay_dog_000712.jpg,dog,train,1,0.01265,[-3.34089  2.9515  -2.62672]
flickr_wild_002556.jpg,wild,train,2,0.01265,[-2.83109 -3.18196  4.593  ]
flickr_wild_003890.jpg,wild,val,2,0.01265,[-3.41372 -2.2071   3.55502]
pixabay_dog_002105.jpg,dog,train,1,0.01265,[-3.73026  4.73798 -3.39623]
flickr_wild_003648.jpg,wild,train,2,0.01265,[-0.92244 -3.79799  1.28632]
flickr_wild_002542.jpg,wild,train,2,0.01265,[-2.48866 -1.29014  2.77418]
flickr_wild_003884.jpg,wild,test,2,0.01265,[-3.29659 -3.42486  3.60972]
pixabay_dog_002111.jpg,dog,val,1,0.01265,[-5.11697  5.37436 -3.07446]
pixabay_dog_001418.jpg,dog,train,1,0.01265,[-2.5367   2.18131 -2.97903]
flickr_wild_000355.jpg,wild,train,2,0.01265,[-2.55435 -2.48088  3.32314]
flickr_dog_001132.jpg,dog,train,1,0.01265,[-1.23149  2.29944 -5.20473]
pixabay_cat_003809.jpg,cat,train,0,0.01265,[ 5.18466 -1.78763 -4.18266]
pixabay_dog_000706.jpg,dog,train,1,0.01265,[-5.131    3.5046  -2.11666]
pixabay_dog_000060.jpg,dog,train,1,0.01265,[-4.61045  4.85216 -3.61397]
pixabay_cat_004800.jpg,cat,train,0,0.01265,[ 4.8167  -4.1952  -2.53422]
flickr_wild_000433.jpg,wild,train,2,0.01265,[-2.18037 -2.7457   3.05095]
pixabay_dog_002677.jpg,dog,train,1,0.02488,[-3.85211  4.43325 -2.64216]
flickr_cat_000194.jpg,cat,train,0,0.02488,[ 4.31814 -3.07451 -3.39305]
pixabay_cat_001978.jpg,cat,train,0,0.02488,[ 3.34204 -4.03848 -2.63145]
flickr_wild_002224.jpg,wild,val,2,0.02488,[-2.89276 -2.33042  2.23112]
pixabay_dog_003569.jpg,dog,train,1,0.02488,[-5.74546  4.47818 -3.58954]
pixabay_wild_000492.jpg,wild,train,2,0.02488,[-0.42048 -5.46555  2.5708 ]
pixabay_cat_000131.jpg,cat,train,0,0.02488,[ 3.87913 -2.81194 -4.4858 ]
pixabay_wild_001203.jpg,wild,train,2,0.02488,[-3.82673 -2.28599  3.55968]
flickr_wild_002973.jpg,wild,train,2,0.02488,[-3.39421 -1.83563  3.00597]
pixabay_cat_004357.jpg,cat,val,0,0.02488,[ 5.12392 -3.34925 -3.39475]
pixabay_cat_003438.jpg,cat,val,0,0.02488,[ 2.50745 -2.22684 -3.4926 ]
pixabay_cat_002726.jpg,cat,val,0,0.02488,[ 5.97453 -2.77689 -5.08656]
pixabay_dog_001829.jpg,dog,val,1,0.02488,[-6.54131  5.54766 -2.1845 ]
flickr_wild_000802.jpg,wild,val,2,0.02488,[-4.87593 -5.08115  5.85042]
pixabay_cat_002040.jpg,cat,train,0,0.02488,[ 4.0295  -5.12343 -1.2078 ]
pixabay_dog_000289.jpg,dog,train,1,0.02488,[-4.27452  4.16937 -4.11291]
pixabay_dog_001197.jpg,dog,train,1,0.02488,[-3.61242  3.32954 -3.13369]
pixabay_cat_004431.jpg,cat,train,0,0.02488,[ 1.01017 -2.89886 -0.99972]
pixabay_dog_003958.jpg,dog,val,1,0.02488,[-2.65069  5.1761  -5.12115]
pixabay_cat_000657.jpg,cat,train,0,0.02488,[ 5.66281 -2.02679 -5.85298]
pixabay_dog_003780.jpg,dog,train,1,0.02488,[-4.69003  5.0289  -3.32762]
pixabay_cat_001549.jpg,cat,train,0,0.02488,[ 4.45791 -2.5036  -3.66924]
flickr_cat_000369.jpg,cat,val,0,0.02488,[ 5.13128 -3.95575 -4.09441]
pixabay_cat_000643.jpg,cat,train,0,0.02488,[ 5.73629 -2.6002  -4.33234]
pixabay_dog_003794.jpg,dog,train,1,0.02488,[-6.59109  2.13585  0.38334]
flickr_wild_000816.jpg,wild,train,2,0.02488,[-0.38125 -3.64461  1.51936]
pixabay_cat_002054.jpg,cat,train,0,0.02488,[ 4.83929 -2.27472 -3.51294]
pixabay_dog_001183.jpg,dog,train,1,0.02488,[-5.31948  3.60445 -1.26241]
pixabay_cat_004425.jpg,cat,train,0,0.02488,[ 5.24332 -4.05372 -3.42138]
pixabay_cat_004343.jpg,cat,val,0,0.02488,[ 4.41731 -4.22659 -2.83927]
pixabay_cat_002732.jpg,cat,train,0,0.02488,[ 5.31903 -3.98426 -2.08086]
pixabay_wild_000109.jpg,wild,train,2,0.02488,[-3.23128 -5.17994  4.05414]
pixabay_wild_001217.jpg,wild,train,2,0.02488,[-3.605   -0.01721  1.62983]
pixabay_cat_000125.jpg,cat,val,0,0.02488,[ 4.3594  -1.71675 -4.55284]
flickr_wild_002967.jpg,wild,train,2,0.02488,[-2.74567 -2.59806  3.63099]
flickr_wild_000180.jpg,wild,train,2,0.02488,[-1.90979 -2.73339  2.5928 ]
pixabay_cat_003404.jpg,cat,train,0,0.02488,[ 7.57112 -4.11957 -5.54234]
pixabay_dog_001815.jpg,dog,val,1,0.02488,[-6.93119  5.10432 -2.78379]
pixabay_wild_000121.jpg,wild,train,2,0.02488,[-2.41842 -7.79556  5.62431]
pixabay_cat_001213.jpg,cat,train,0,0.02488,[ 4.49405 -1.65475 -4.51233]
flickr_wild_002797.jpg,wild,train,2,0.02488,[-3.11682 -2.4168   3.83724]
flickr_wild_003489.jpg,wild,val,2,0.02488,[-4.43844 -0.94333  3.06006]
flickr_cat_000427.jpg,cat,train,0,0.02488,[ 2.17908 -1.93595 -3.2711 ]
pixabay_dog_003964.jpg,dog,train,1,0.02488,[-3.13341  0.97221 -1.42616]
flickr_cat_000341.jpg,cat,train,0,0.02488,[ 5.64687 -2.63342 -4.5957 ]
pixabay_wild_000647.jpg,wild,train,2,0.02488,[-4.77882 -0.15254  2.27877]
pixabay_cat_001575.jpg,cat,train,0,0.02488,[ 4.65392 -4.20252 -2.52024]
pixabay_cat_003362.jpg,cat,train,0,0.02488,[ 5.69848 -2.57483 -4.42542]
flickr_dog_000947.jpg,dog,train,1,0.02488,[-4.14904  4.22342 -2.38032]
pixabay_cat_002068.jpg,cat,train,0,0.02488,[ 3.30894 -2.43838 -2.02664]
flickr_dog_000953.jpg,dog,val,1,0.02488,[-5.22519  4.30952 -2.54675]
pixabay_cat_003376.jpg,cat,val,0,0.02488,[ 3.44896 -0.75913 -4.72457]
pixabay_cat_004419.jpg,cat,train,0,0.02488,[ 3.22179 -2.58618 -1.90731]
flickr_cat_000355.jpg,cat,train,0,0.02488,[ 3.20305 -2.2179  -2.5679 ]
pixabay_dog_003970.jpg,dog,train,1,0.02488,[-4.71095  3.94642 -3.7206 ]
pixabay_cat_001561.jpg,cat,val,0,0.02488,[ 5.12301 -2.77914 -3.88322]
pixabay_wild_000653.jpg,wild,val,2,0.02488,[-3.42595 -0.24295  2.0733 ]
pixabay_cat_001207.jpg,cat,train,0,0.02488,[ 4.86603 -3.7467  -3.33554]
pixabay_wild_000135.jpg,wild,train,2,0.02488,[-3.90776 -4.94374  5.58002]
flickr_wild_002783.jpg,wild,train,2,0.02488,[-3.17958 -4.48969  4.6835 ]
pixabay_cat_000119.jpg,cat,train,0,0.02488,[ 6.53952 -5.44996 -2.74276]
flickr_cat_000433.jpg,cat,train,0,0.02488,[ 4.60562 -1.35735 -4.35218]
flickr_wild_000194.jpg,wild,val,2,0.02488,[-0.59495 -1.91599  1.88266]
pixabay_cat_003410.jpg,cat,train,0,0.02488,[ 5.50698 -3.19525 -4.37671]
pixabay_dog_001801.jpg,dog,train,1,0.02488,[-5.82196  4.89956 -2.08268]
flickr_wild_001261.jpg,wild,train,2,0.02488,[-4.41322 -4.78919  5.23459]
flickr_dog_000006.jpg,dog,val,1,0.02488,[-7.21125  4.27615 -2.82662]
pixabay_cat_004394.jpg,cat,train,0,0.02488,[ 3.81239 -5.23176 -2.54225]
pixabay_dog_001632.jpg,dog,train,1,0.02488,[-3.61276  4.91911 -4.14632]
flickr_wild_003476.jpg,wild,test,2,0.02488,[-4.94949 -1.87306  4.57346]
pixabay_dog_003025.jpg,dog,train,1,0.02488,[-3.98106  3.16909 -0.65926]
flickr_wild_002768.jpg,wild,train,2,0.02488,[-3.01559 -3.66823  3.32722]
pixabay_dog_003743.jpg,dog,train,1,0.02488,[-3.69134  4.91425 -3.35936]
pixabay_wild_000860.jpg,wild,val,2,0.02488,[-1.81542 -4.75055  1.86484]
flickr_wild_003310.jpg,wild,train,2,0.02488,[-3.70497 -3.0805   4.43009]
pixabay_cat_000694.jpg,cat,train,0,0.02488,[ 5.20271 -0.9444  -5.66568]
flickr_wild_000619.jpg,wild,train,2,0.02488,[-2.63736 -5.89528  5.78427]
pixabay_dog_001154.jpg,dog,train,1,0.02488,[-3.8424   5.6093  -4.10641]
flickr_dog_000760.jpg,dog,train,1,0.02488,[-4.01799  5.47032 -5.00312]
pixabay_cat_002083.jpg,cat,train,0,0.02488,[ 2.10659 -2.23586 -3.08472]
flickr_wild_001507.jpg,wild,train,2,0.02488,[-3.22281  0.25794  1.64813]
pixabay_cat_003389.jpg,cat,train,0,0.02488,[ 3.7284  -4.24647 -2.17868]
pixabay_dog_001140.jpg,dog,val,1,0.02488,[-1.61914  1.11342 -2.10308]
flickr_dog_000774.jpg,dog,val,1,0.02488,[-3.82823  4.16327 -3.47998]
pixabay_cat_002097.jpg,cat,train,0,0.02488,[ 4.12271 -2.37682 -3.62099]
flickr_wild_001513.jpg,wild,train,2,0.02488,[-1.90804 -4.85093  2.89767]
pixabay_dog_003757.jpg,dog,train,1,0.02488,[-2.74018  3.05157 -1.86429]
pixabay_cat_000858.jpg,cat,train,0,0.02488,[ 5.01935 -2.80536 -4.92459]
pixabay_dog_004038.jpg,dog,train,1,0.02488,[-2.59283  2.85389 -3.57222]
pixabay_wild_000874.jpg,wild,val,2,0.02488,[-3.41313 -3.07364  3.67101]
flickr_wild_003304.jpg,wild,train,2,0.02488,[-3.29903 -3.22994  3.48001]
pixabay_dog_002449.jpg,dog,train,1,0.02488,[-4.72986  2.94072 -2.42235]
pixabay_cat_000680.jpg,cat,train,0,0.02488,[ 6.48962 -4.20524 -4.85619]
flickr_wild_003462.jpg,wild,train,2,0.02488,[-4.92865  0.69615  2.0517 ]
pixabay_dog_003031.jpg,dog,train,1,0.02488,[-0.5086   3.03356 -5.89849]
pixabay_dog_000538.jpg,dog,val,1,0.02488,[-1.62951  3.49711 -6.47149]
flickr_wild_001275.jpg,wild,val,2,0.02488,[-3.01953 -3.08735  3.54136]
flickr_dog_000012.jpg,dog,val,1,0.02488,[-4.36153  4.51547 -3.07356]
pixabay_cat_002929.jpg,cat,val,0,0.02488,[ 5.70539 -3.09282 -4.73313]
pixabay_cat_004380.jpg,cat,train,0,0.02488,[ 2.63942 -2.85229 -0.94152]
pixabay_dog_001626.jpg,dog,val,1,0.02488,[-4.19368  4.29144 -3.82104]
pixabay_dog_002307.jpg,dog,val,1,0.02488,[-5.82836  4.91785 -1.85344]
pixabay_dog_003019.jpg,dog,val,1,0.02488,[-3.66442  4.74036 -6.14783]
flickr_wild_002754.jpg,wild,train,2,0.02488,[-3.84683 -2.55084  2.99543]
pixabay_dog_000510.jpg,dog,train,1,0.02488,[-4.42883  3.94872 -1.34467]
pixabay_cat_002901.jpg,cat,train,0,0.02488,[ 6.37034 -1.56701 -4.95508]
flickr_wild_000143.jpg,wild,train,2,0.02488,[-1.68048 -3.43886  3.04711]
flickr_wild_000625.jpg,wild,val,2,0.02488,[-3.87311 -5.74139  4.97153]
pixabay_dog_001168.jpg,dog,val,1,0.02488,[-3.25595  2.89589 -3.97195]
flickr_dog_000984.jpg,dog,train,1,0.02488,[-2.08216  3.01657 -4.13148]
pixabay_dog_000276.jpg,dog,train,1,0.02488,[-4.50986  4.80602 -3.37301]
pixabay_wild_000684.jpg,wild,train,2,0.02488,[-2.94605 -2.57671  2.74884]
flickr_wild_002032.jpg,wild,val,2,0.02488,[-3.59772 -3.34584  3.21302]
pixabay_dog_004010.jpg,dog,train,1,0.02488,[-3.71375  4.91996 -3.76192]
pixabay_cat_000870.jpg,cat,train,0,0.02488,[ 4.86518 -4.84597 -3.53709]
flickr_cat_000382.jpg,cat,train,0,0.02488,[ 5.295   -5.65877 -3.05459]
pixabay_dog_002461.jpg,dog,train,2,0.02488,[-4.17585  0.71716  1.20235]
pixabay_wild_000690.jpg,wild,train,2,0.02488,[-2.6988  -0.13252  1.92499]
flickr_wild_002026.jpg,wild,train,2,0.02488,[-2.63732 -4.14127  3.32257]
pixabay_cat_000864.jpg,cat,val,0,0.02488,[ 4.96486 -2.94238 -4.31343]
pixabay_dog_004004.jpg,dog,val,1,0.02488,[-3.39575  3.36026 -2.05697]
pixabay_wild_000848.jpg,wild,val,2,0.02488,[-4.42298 -3.05036  4.16548]
flickr_cat_000396.jpg,cat,train,0,0.02488,[ 4.69065 -2.71486 -4.93081]
flickr_wild_003338.jpg,wild,val,2,0.02488,[-5.05946 -2.08622  3.97107]
pixabay_dog_002475.jpg,dog,train,1,0.02488,[-1.68185  2.57398 -1.8716 ]
flickr_wild_000631.jpg,wild,train,2,0.02488,[-2.82077 -2.79315  3.15858]
flickr_dog_000990.jpg,dog,val,1,0.02488,[-3.10877  4.42081 -4.66646]
flickr_dog_000748.jpg,dog,train,1,0.02488,[-3.109    5.62903 -7.44015]
pixabay_dog_000262.jpg,dog,train,1,0.01052,[-4.35558  5.11698 -2.9937 ]
pixabay_dog_000504.jpg,dog,val,1,0.01052,[-2.47337  2.88065 -2.84401]
flickr_wild_001249.jpg,wild,train,2,0.01052,[-4.22062 -1.50718  2.57887]
pixabay_cat_002915.jpg,cat,train,0,0.01052,[ 2.73362 -2.73487 -2.74379]
flickr_wild_000157.jpg,wild,val,2,0.01052,[-2.39327 -3.41044  3.86323]
pixabay_dog_002313.jpg,dog,train,1,0.01052,[-2.66851  3.45976 -1.98442]
flickr_wild_002998.jpg,wild,val,2,0.01052,[-3.13758 -4.54559  5.12465]
flickr_wild_002740.jpg,wild,train,2,0.01052,[-3.64964 -4.23845  3.055  ]
flickr_wild_002807.jpg,wild,val,2,0.01052,[-3.9522  -3.67894  3.20582]
pixabay_cat_000045.jpg,cat,train,0,0.01052,[ 3.60571 -4.21874 -2.17816]
pixabay_dog_003192.jpg,dog,val,1,0.01052,[-4.15174  4.4938  -2.69275]
pixabay_wild_000069.jpg,wild,train,2,0.01052,[-2.863   -2.90007  3.72148]
pixabay_cat_002652.jpg,cat,val,0,0.01052,[ 3.77359 -0.85357 -4.98714]
pixabay_dog_001785.jpg,dog,train,1,0.01052,[-2.73193  3.07547 -3.15381]
pixabay_cat_004223.jpg,cat,train,0,0.01052,[ 3.23268 -4.07228 -3.98781]
pixabay_cat_004545.jpg,cat,train,0,0.01052,[ 3.65998 -1.2452  -3.92837]
pixabay_cat_002134.jpg,cat,train,0,0.01052,[ 4.69756 -3.27638 -2.71216]
flickr_wild_000976.jpg,wild,train,2,0.01052,[-4.6999  -2.94766  4.19424]
pixabay_cat_000723.jpg,cat,train,0,0.01052,[ 9.01832 -4.07169 -5.71181]
flickr_cat_000209.jpg,cat,train,0,0.01052,[ 5.80727 -3.63567 -5.44435]
pixabay_cat_001429.jpg,cat,train,0,0.01052,[ 5.18724 -1.95625 -5.45477]
pixabay_cat_000737.jpg,cat,val,0,0.01052,[ 3.89053 -2.81847 -2.75779]
pixabay_dog_003838.jpg,dog,train,1,0.01052,[-4.52274  3.63256 -1.41174]
pixabay_cat_004551.jpg,cat,train,0,0.01052,[ 6.04858 -2.85829 -5.81909]
pixabay_cat_002120.jpg,cat,train,0,0.01052,[ 4.62876 -4.3551  -2.72971]
flickr_wild_000962.jpg,wild,train,2,0.01052,[-2.235   -4.51353  4.30312]
pixabay_dog_001949.jpg,dog,train,1,0.01052,[-1.51164  2.34895 -2.1137 ]
pixabay_cat_002646.jpg,cat,train,0,0.01052,[ 1.13269 -1.66602 -1.46924]
pixabay_cat_003558.jpg,cat,train,0,0.01052,[ 4.5925  -3.66222 -3.7063 ]
pixabay_dog_001791.jpg,dog,train,1,0.01052,[-3.11301  3.15758 -4.47647]
pixabay_cat_004237.jpg,cat,test,0,0.01052,[ 5.07499 -1.91674 -5.01845]
flickr_wild_002813.jpg,wild,train,2,0.01052,[-3.69334 -1.90088  3.19171]
pixabay_dog_002298.jpg,dog,train,1,0.01052,[-2.31808  2.96027 -4.3801 ]
pixabay_cat_000051.jpg,cat,train,0,0.01052,[ 5.89908 -4.21343 -4.35002]
pixabay_dog_003186.jpg,dog,train,1,0.01052,[-4.59139  4.25399 -2.22521]
pixabay_dog_001961.jpg,dog,val,1,0.01052,[-2.98283  3.11957 -2.30222]
pixabay_cat_003570.jpg,cat,train,0,0.01052,[ 3.01844 -5.60034 -0.81004]
flickr_cat_000553.jpg,cat,train,0,0.01052,[ 5.45413 -5.00782 -4.32728]
pixabay_cat_000079.jpg,cat,val,0,0.01052,[ 4.04391 -1.35302 -3.516  ]
pixabay_cat_001367.jpg,cat,train,0,0.01052,[ 3.2435  -3.77707 -2.51665]
pixabay_wild_000055.jpg,wild,train,2,0.01052,[-2.47702 -4.04954  4.81643]
pixabay_cat_001401.jpg,cat,val,0,0.01052,[ 6.29223 -2.2796  -4.32204]
pixabay_wild_000733.jpg,wild,val,2,0.01052,[-3.68307 -0.38621  3.62459]
